text,ground_truth,hunter_pred
"severe depression, anxiety, sore joints, sore back, lack of energy.
",1,1
"I recently went off it after I lost some wheight and felt great.
",0,1
"did a 220 ldl reading and Dr put me back on it.
",1,0
"Depression came with a vengence.
",1,1
"I have never gone for therapy, but had no choice.
",0,0
"they suggested a connection with the Lipitor, so I went searching - wow what an eye opening - I am not the only one.
",0,0
"As of now, never again will I take lipitor.
",0,0
"severe muscle pain in left arm and neck and elbow,and prickling,numbness in hand.
",1,1
"strange poisen-ivy like rash on chest and breast that would not go away UNTIL I stopped taking lipitor.
",1,1
"I put up with this for 2 years until I realized the medication could have caused it and stopped - things cleared up IMMEDIATELY.
would prefer to try Niacin - will NEVER take Lipitor again.
",0,0
"heavy aching legs, especially in the morning.
",1,1
"Never considered it a side effect before reading about it.
",0,0
"Certainly nothing I can't live with unless it worsens and after 10 yrs I doubt that will happen.
",0,0
"4 yrs on zocor then 6 on lipitor(40mg).
",0,0
"Cholestrol went from 300 to 200.
",0,0
"It's not clear that there were any.
",0,0
"I'm concerned that I'm imagining them because of the long list of potential side effects.
",0,0
"Medicine is scary, but it's sure working.

",0,0
"This drug was prescribed to help with severe knee pain while I wait for additional diagnostics and possibly surgery after 1/1 (due to high deductible on health insurance).
",0,0
"Pain was bad enough that I had trouble standing up from sitting position.
",0,1
"After about 24 hours, the pain was essentially gone and has stayed gone so far.
",0,1
"Fatigue, very tired after working hours (and I'm not doing much phisical work).
",1,1
"Also rush all over my face.
",1,1
"It helps lower the cholesterol, but I think it's not worth.

",0,0
"EXTREME PAIN IN SHOULDERS, LOSS OF MEMORY.
",1,1
"STILL HAVE RESIDUAL EFFECTS 2 YEARS AFTER STOPPING THIS POISON.
",0,0
"I took one dose and 15 minutes later i felt dizzy and had chest pain and felt like my life was gonna slip away and die.
",1,1
"i called my Dr and he is an idiot .
",0,0
"he told me that this medicine does not cause these symptoms I hate when Pharmecitical company push these and have DR's advertise and experiment on us like animals they jsut make us sicker.
",0,0
"Indigestion - never had it before and stopped when I stopped taking the statin.
",1,1
"Chest pains waking me up at night - never had it before and stopped when I stopped taking the statin.
",1,1
"Neuropothy in right hand & arm - never had it before and stopped when I stopped taking the statin.
.
",0,1
"I believe it is totally unnecessary for healthy people.
",0,0
"We NEED cholesterol.
",0,0
"In trying to reduce it, statins stop a whole cascade of addditional enzymes and proteins that are absolutely necessary for healthy bodies.
",0,0
"It took three years of statins (2 on Zocor then 1 one on Lipitor) at 40mg per day to finally cause the above reactions to the destruction the stains were doing to my body.
",0,0
"muscle pain/inability to walk with left foot pain.
",1,1
"Memory loss.
",1,1
"overall loss of muscle tone.
",1,1
"Unable to control weight.
",1,1
"Try to get a cardiologist to listen to you regarding symptoms.
",0,0
Called Pfizer and talked with nurse there,0,0
"and she recommended I let my doctor know about symptoms.
",0,0
"She explained that drug was mfg in USA.
",0,0
"My concern was that maybe some of the drug was mfg outside of USA, like maybe China and that a portion of the formula was causing problems.
",0,0
"But in general the whole formula is poison so far as I am concerned.
",0,0
"Thank God for this website.
",0,0
"Am seeing new GP this week, and if he doesn't take me off Lipitor, am going to do it myself.
",0,0
"Will take my chances rather than live this hell any longer.
",0,0
"Have been on Lipitor for 6 years too long.
",0,0
"DEVELOPED LOWER BACK PAIN.
",1,1
"FOR WEEKS ON END COULD NOT FUNCTION NORMALY.
HAVE ALWAYS BEEN ACTIVE, WORKED OUT REGULARLY.
",0,0
"AFTER 2 MONTHS ON THIS DRUG I FELT AS IF I HAD AGED 20 YEARS.
",0,0
"HAD CONSTANT LOWER BACK PAIN.
",1,1
"THERE WAS NO RELIEF.
",0,0
"DID A SELF EXPERIMENT AND WENT OFF THE MEDICATION FOR A MONTH.
",0,0
"VIOLA!!!
",0,0
"I STARTED FEELING LIKE MY OLD SELF, OR SHOULD I SAY YOUNG SELF.
",0,1
"WILL LOOK FOR AN ALTERNATIVE MEDICATION.
",0,0
"Muscle weakness in arms and legs, blurry eyesight, hair loss, but worst of all, burning feet and painful heels.
",1,1
"Taking the drug did lower my cholesterol and after 9 years my liver enzyme tests suddenly were in a good range.
",0,0
"I believe a good diet can do more for me than Lipitor.
",0,0
"I have been taking 10mg of Lipitor for 3 months.
",0,0
"After 1 month I had severe diarrhoea which cleared after 1 week , so I paid no attention to it.
",1,1
"Excessive gas another sympton which persists.
",1,1
For the past 2 weeks I have had back ache (which I have experienced before),1,1
"but this time not cured by chiropractic treatment.
",0,0
"I was puzzled!!
",0,0
"Recently after walking for a while I experienced severe pain in my right leg from thigh to knee and then to ankle which caused me to limp.
",1,1
"I found this website and I seem to have similar symtoms as others who take this medication.
",0,0
"I see my GP tomorrow for the results of my first 3 month blood test.
",0,0
"I shall come off the medication today.
",0,0
"Thank you.
",0,0
"Extreme weakness, diarea, bluss and ititching of the face, so tired would not get out of bed to urinate, sleeping 18hrs day, blurred vision, Dizzy spells,.
DO NOT TAKE THIS MEDICATION IT IS TOO DANGEROUS.
",1,1
"involuntary movements,muscles aches specially in back of legs, muscle weakness,, knee pain, neck pain,headaches,concentrating, blurred vision,back pain,difficulty to walk,I stop it since 10 days but i don t fell better do u know how long it take to be better?
and what is possible to do?
",1,1
"hope to have answer.
",0,0
"8 mois lipitor 40 mg.
",0,0
"terrible neck pain, memory loss is just terrible.
",1,1
"Brain feel kind of foggy.
",1,1
"Where to begin?
",0,0
"Overall fatigue.
",1,1
"Now get a lot of sinus colds(major pressure pain).
",1,1
"Also used to be able to walk 3 miles easily.
",0,0
"Now cant walk 50 ft without feeling like I am having a heart attack.
",1,1
"Nausea.
",1,1
"I was on Lipitor of a total of 3 weeks before I had my first chest pain walking to car.
",1,1
"Now a month off the drug I still have the pain.
",1,1
"sleepy all or most sf the time.
",1,1
"None.
",0,0
"I have taken 80 mg per day for three years, and have had no side effects and my LDL typically measures between 40 and 45.
",0,0
"This drug -- when combined with lifestyle changes -- certainly works well.
",0,0
"Possibly diarrhea and stomach pain, but most likely none because I am taking this with a nasty antibiotic for a sinus infection that definitely causes diarrhea and nausea.
",1,1
"I was supposed to take it 2x/day for 7 days and then 2x/day as needed.
",0,0
"I completed the 7 days and then did not take it on the 8th day.
",0,0
"The pain was immediately worse than before taking Voltaren.
",0,1
"It does help the pain in my knee, which is a strained meniscus, but I'm afraid that the drug is masking the pain which enables me to overexert my joints and cause more injury.
",0,1
"This really makes me nervous.
",0,1
"I am going to speak with my doctor about this possibility.
",0,0
"I Have been on lipitor for several years.
",0,0
"I have noticed over the last few years that I have not been feeling well.
",0,1
"The last couple of months I have been suffering with vertigo.
",1,1
"I have had all kinds of test and they all come up negative.
",0,0
"I decided to go off lipitor about three days ago to see if this is causing it.
",0,0
"I have a freind with the same problem and is on lipitor for about the same amount of time as I have been on it.
",0,0
"I'm hoping that this dizziness will go away in time now that I have stopped lipitor.
",1,1
"None of my doctors will admit that is lipitor causing the problem.
",0,0
"After taking Lipitor for 5 years: pain in the knees and feet, neck and shoulders, abdominal pain and elbow pain.
",1,1
"I recently completed 12 physical therapy sessions for severe and chronic tendonitis in my elbows and was released with no improvement.
",1,0
"After searching the internet and reading comments from others who've taken Lipitor, I believe this drug has caused the severe pain I've experienced over the past 3 years.
",1,1
"Countless MRIs and other tests have revealed no cause for the pain.
",1,0
"W/ prescribed dosage (75 mg BID) crankiness and irritability.
Increased BP.
Possible visual disturbances.
",1,1
"Relieved pain very well.
",0,0
"However, the side effects are a great concern.
",0,0
"The lipitor works for lowering cholestrol levels.
",0,0
"However, I wonder if there is a corolation between lipitor (statins) and restless legs syndrome (rls).
",0,1
"I've talked with a couple others that have rls and they are on lipitor too.
",0,0
"Does anyone taking lipitor experience rls?
",0,0
"I'll check back here for the results.
",0,0
"severe joint pains, needed help getting out of bed and off a chair, whereas had been previously active, neck pain up to the back of the head, right knee protruding out of joint, whereas left knee remained normal, wrist and arm joints sore, red dots on skin all over body, liver function tests normal, however had all of other side effects.
",1,1
"Once I stopped Lipitor, side effects went away gradually.
",0,0
"I had a similar reaction recently to Tricor, another cholesterol lowering medication.
",0,0
"Had similar muscle and joint pains and decided to go off of that.
",0,0
"The only side effect that I experienced was the hungry feeling in my stomach ;however I have no complaints, just praise !
",1,1
"Deborah McCready.
",0,1
"I was taking 75mg only once every three or four days.
",0,0
"At first it was miraculous, no pain.
",0,0
"I felt fabulous, except I did notice mild headache.
",1,1
"Then the side effects kicked in.
",0,0
"Now , if I take only one pill, I have abdominal cramps, followed by diarrhea, lots of it!
",1,1
"Also, LOTS of gas, gurgling, mild cramping all day.
",1,1
"I tried one more today, immediately got a bad headache, and cramping, nausea, and heartburn.
",1,1
"That does it.
",0,0
"I'm going back to iubrofen!.
",0,0
"I took this the first time in February 2008, and have taken it occasionally since.
",0,1
"Basically it works great for my pain, but I can't live with the side effects.
",0,0
"gas, constipation.
",1,1
"Severe, gut-renching abdominal pain, jaundins, diahrea, sweats & hot flashes, vaginal bleeding, and now constipation.
",1,1
"I had to go to the emergency room of local hospital and that's where I learned of the side effects.
",0,0
"From the info on the web about this medication, it should not be given to anyone.
",0,0
"I can't believe it was approved at all.
",0,0
"very persistent dry skin spots especially on my legs.
",1,1
"Some leg pains at first, reduced with time.
",1,1
"small amounts of gas, but almost constantly.
",1,1
"Joint pain, back pain, memory loss, increased weight gain, and loss of balance.
",1,1
"It is terrible, I stopped taking it and am going to kick my doctors butt.
",0,0
"I took Lipitor for 8 weeks and experienced extreme pain in all my joints.
",1,1
"It has brought me to tears and I have had to use sick leave from work.
",0,1
"My doctor tested me for arthritis and other problems and all tests came back normal but thank goodness she took me off the Lipitor.
",0,0
"I would not recommend this medication.
",0,0
"within 2 hours started having heart attack symptoms.
",1,1
"Had to go to ER.
",0,0
"I was in ER within 3 hours of taking 1st pill.
",0,0
"It was scary trying to make sure I had proper observation and not over-reaction because of the symptoms.
",0,0
"I had to slow people down several times.
",0,0
"Now convinced it would have had serious health risks for me had I even tried taking a second pill the next day or even continuing taking them.
",0,0
"It took a while (months) before I started to feel normal again.
",0,0
MOVE SLOW EYE HEAVY .NO SLEEP,1,1
AT NIGHT AND DAY TIME,0,0
"NO SLEEP IN FOUR WEEK !.
",1,1
"Stated with joint and pain and muscle weakness, depression, fatigue and cramps.
",1,1
"At each annual visit to the Dr I would tell him my symptoms and mention I thought it was the Lipitor, He waould always say no way",0,0
"and I need to continue the statin drug.
",0,0
"My symptoms gradualy got worse over the next 5-6 years, currently I have muscle twitching in both arms, loss of muscle mass in arms, hands and face with slurred speech.
",1,1
"Took myself off the lipitor a year ago.
",1,0
"Joint pain is completly gone.
",1,1
Was told my Dr,0,0
"I may have ALS.
",0,0
"Saw an ALS Specialist Feb, 2002, she said she could not diagnosis ALS at this time as you have to have 3 extermities effected and I have 1 1/2.
",0,0
"She said she has seen over 100 patients with symptoms the same as mine that had been on statin drugs.
",0,0
"I can't begin to tell you what a scary year this has been.
",0,0
"But am holding out hope I will improve in time.
",0,0
"Have read that some people it taks 1-2 years to improve at all.
",0,0
"I trusted my Doctor!!!!!!!!
",0,0
"Now I trust that what I was felling 6 years ago was not all in my head.
",0,0
"Anyone with simular symptoms or coments please e-mail.
",0,0
"SUDDENLY one morning as I arose from a chair I received a sudden severe pain close to my the crotch area.
",1,1
"Could barely move.
",1,1
"Then the other side became painful.
",0,1
"I crawled up and down stairs and could barely walk;had to use a cane.
",1,1
"AND I had been healthy and active prior to Lipitor.
",1,0
"Enlarged liver was the result of a blood test.
Was taken off Lipitor, immediately, pain lessened, but muscles had become weak and stressed.
",1,1
"Given 18 sessions of physical therapy, before body returned to comfortable gait.
",1,0
"Pain free ever since.
",1,0
"Cannot take any statins ever again.
",0,0
"Was put on Zetia, taken off recently,1 1/2 year later.
",0,0
"none-taking it for 6 years.
",0,0
"My cholesterol is in 110 range on Lipitor.
",0,0
"severe acid reflux after taking for 15 days.
",1,1
"I am back on it now for 1 month after making adjustment to my diet.
",0,0
"Helps very much.
",0,0
"I would get about a 30 sec.
headache but no longer.
",1,1
"AS I have had a history of running to the toilet I dont do that any longer.
",0,0
"Happy response.
",0,0
"Since I cant take most of the other meds.
",0,0
"I was hoping this one would do the job.
",0,0
"It is helping more than I could have wished for.
",0,0
"If you email me, make sure you put the subject in or I wont answer.
",0,0
"GRADUAL BUT SIGNIFICANT INCREASE IN SLEEP REQUIREMENT AND ENERGY LOSS,LOSS OF CALF SUPPORT IN LEGS,VERTIGO LIKE EPISODES,COMPLAINTS TO DOCTORS WERE TO NO AVAIL, CONVINCED ME IN ERROR.
",1,1
"AFTER GOING OFF THAT GARBAGE WITH IN TEN DAYS SLEEP REQMT WENT FR 12 TO 7 HOURS, ENERGY LEVEL INCREASED DRAMATICALLY, LEG PAIN WENT AWAY, STRENGTH IS RETURNING, VERTIGO LIKE SYMPTONS DECREASING, LOOKING TO JOIN CLASS ACTION SUITE.
",1,1
"Some added gas/wind.

",1,1
"(Cont'd - Pt.4) , but don't cut your life short by raging against a drug that may be saving/extending lives of thousands like me.
",0,0
"The most terrible muscle spasms in legs,back and chest, so bad I could not sit or stand.
",1,1
"Nausea, vomiting, chest pain,blood in urine, side effects were so bad I ended up in the emergency room on two occasions.
",1,1
"The last time I was on vacation and was brought to the hospital where the Doctor took a blood and urine test and told me that the pain was from the lipitor.
",1,1
"Never take this horrible drug , I don't know if it has caused permanent damage.
",0,0
"but the side effects alone will make you get off the drug.
",0,0
"Lower Back Pain.
",0,1
"Love it so far, finally slept last night.
",0,0
"After to Lower back surgeries and intense daily pain I am so relieved to get so rest.
",0,1
"I HAVE LITTLE CIRCULATION IN MY FINGERS.
",1,1
NEW RESEARCH SHOWS THAT 40 MG.,0,0
"OF LIPITOR IMPROVES CIRCULATION IN A GOOD AMOUNT OF PATIENTS.
",0,0
"MY DOCTOR CHECKED MY LIVER ENZYMES BEFORE I STARTED.
",0,0
"THEY WERE NORMAL UPON TAKING THE LIPITOR, MY FINGERS STARTED TO FEEL BETTER ON THE 4TH DAY AND THE ULCERATIONS I EXPERIENCE STARTED HEALING.
",0,1
I WAS SO HAPPY AND SO,0,0
"WAS MY DOCTOR.
",0,0
"HE SAID TO REPEAT MY LAB WORK IN 6 WEEKS.
",0,0
WELL I JUST FOUND OUT THAT MY LIVER COUNTS ARE TOTALLY WHACY,0,0
"AND I HAVE TO STOP THE DRUG.
",0,0
"I AM GLAD THAT MY DOCTOR IS RIGHT ON TOP OF IT, BUT IT IS SO DISAPPOINTING BECAUSE IT WAS HELPING.
",0,0
I DID HAVE EXTREME EXHAUSTION,1,1
BUT THEY SUGGESTED FOR ME TO TAKE IT IN THE MORNING INSTEAD OF NIGHT,0,0
"AND THAT MADE A DIFFERENCE.
",0,0
"AFTER MY LABS ARE DONE AGAIN IN 3 WEEKS, THEY MIGHT TRY ANOTHER STATIN DRUG.
",0,0
"AFTER READING THI WEBSITE, I DON'T HAVE MUCH HOPE.
",0,0
"IT HAS BEEN VERY HELPFUL THOUGH.
",0,0
"IT CAN BE A GREAT DRUG FOR MOST, JUST NOT ALL.
",0,0
"My elder brother, who has expired 15 days back in the age of 54 years, was put on the same medicine for blood pressure in the age of 45 years which definitely resulted into causing him ALS in the last three years before his tragic death without any cure.
",1,0
"He developed the symptoms like stiffness in whole body, loss of balance, no power to standup himself, loss of weight, acute weakness in the muscles of whole body and their dilution in size, constipitation, no control over urination and in the last 20 days before the death, he suffered with loss of vocal sound, choking the throat, looseness in the body structure, complete stopage of easing out and lungs detoriation like less intake of oxigen leading to his painful death in the last time.
",1,1
"I strongly feel the lipitor had the crucial side effect upon my brother causing him to suffer with ALS for which there is reportedly no cure in Allopathy , while therefore i put my brother on Homeopathitic treatment which at least avoided the bad effect.
",1,1
"Please avoid the allopathic treatment and follow the Yoga-sustem or regular phyical exercise to prevent the diseases.
",0,0
"Abdominal pain, Dizzieness and blood clots in urine which caused problems with urine leaking.
",1,1
"I stopped the Arthrotec twice and restarted but the same symptoms came back.
",0,0
"I will not take this medication again.
",0,0
"serious hands & feet cramping, weakness, painful inflamation of joints/knuckles and significant strength reduction.
",1,1
"persistent feeling of tiredness and overall muscle soreness/weakness/fatigue.
",1,1
"All symptoms worse upon waking.
",0,0
"I significanlty lowered my chol by using 10mg lipitor and excercising.
",0,0
"However, for months I attributed all my pains to my busy schedule and my exercise routine.
",0,1
"I went from a 36 year-old who can do 60 min of cardio/45 min of free weights every other day, to someone who can barely pick up his 15 mo. son.
",0,0
"My life right now is a disaster.
",0,0
"I've been off it 2 weeks and the pain has only subsided 20%.
",1,1
"I can barely walk when I wake in the morning.
",1,1
"I cannot get anything done around the house.
",0,0
"My life right now is depressing until I get back to normal.
",0,0
"All exercise has ceased and my wife picks up the slack for chores around the house that I cannot do.
",0,1
"I HAVE NEVER experienced symptoms like these in my life.
",0,0
"I am hoping this goes away soon and doesn't cause any long term damage.
",0,0
"I cannot say that I'd do it over again.
",0,0
"In fact, at my risk, I doubt I'll take any meds willingly if I can.
",0,0
"Drug companies really downplay the side effects.
",0,0
"I know how this goes, I work with stats too!.
",0,0
"Can cause a little stomach discomfort so take with food or milk.
",1,1
"This has only happened to me when I've taken it on an empty stomach or accidentally took 2 pills in a 24 hour period.
",0,0
"I have been taking voltaren for approx 8 years to help me battle gout.
",0,0
"It is most effective when taken at first sign of gout symptoms.
",0,0
"My doctor has me get a blood test every six months to make sure my liver and kidneys are ok.
",0,0
"Constant aching/pain and weakness in arms, wrists, back of hands and shoulders.
",1,1
"Pain in lower legs and lower back not quite as severe but still present.
",1,1
"Gas and frequent diarrhea.
",1,1
"Difficulty getting to sleep due to aching muscles.
",1,1
"'Severe aggitation' and quick to snap.
",1,1
"For a while I was almost looking for someone to push a little too far so I could punch them.
",0,0
"I usually avoid confrontations.
",0,0
"The aggitation is one of my biggest concerns.
",1,0
"Also growing more and more tired.
",1,1
"I cut the dose from 10mg to 5mg and reduced above side effects by about 40%.
",0,0
"Surprised when I found others had similar symptoms.
",0,0
"Took 10mg of Lipitor for 6 weeks and dropped my cholesterol from 310 down to 225.
",0,0
"Mentioned how I felt and was directed to cut the dose in half.
Have taken 5 mg for about 4 weeks and cholesterol is now around 210.
",0,0
"DIZZY, BALANCE, HIGHER BLOOD SUGARS, CARPAL TUNNAL, CRAMPS, JOINT PAIN, MEMORY LOSS, KIDNEY PROBLEMS.
",1,1
"I STARTED ON ZOCOR AND CHANGED TO LIPITOR AFTER 1 YEAR BECAUSE OF BALANCE PROBLEMS.
",1,0
"AFTER A COUPLE OF YEARS I BEGAN TO EXPERIENCE BALANCE PROBLEMS AND JOINT PAIN, BUT THE DOCTOR DID NOT THINK THAT LIPITOR WAS CAUSING THE PROBLEMS.
",1,1
BECAUSE OF HEART DISEASE THE DOCTOR WANTED MY CHOLESTEROL DOWN,0,0
"TO 150 IT WAS AROUND 200.
",0,0
"HE PRESCRIBED 40 MG OF LIPITOR FOR SEVERAL YEARS AND EVENTUALLY ADDED GEMFIBROSIL, AND NIACIN BECAUSE OF HIGH TRIGLYCERIDES.
",0,0
"AFTER A YEAR OF TAKING THESE DRUGS, MY TYPE II DIABETES BECAME UNCONTROLLED AND MY KIDNEY READINGS BECAME BAD.
",1,1
"I WAS THEN PUT ON INSULIN.
",0,0
"I BEGAN TO DEVELOP JOINT PAIN AND NEUROPATHY.
",1,1
"THE PAIN IN MY HANDS BECAME SO BAD THAT I HAD TO HAVE CARPAL TUNNAL SURGERY.
",1,1
"I COULD NOT WALK WITHOUT FALLING.
",1,1
I FINALLY BECAME,0,0
"SO DEBILITATED THAT I HAD TO RETIRE EARLY.
",1,1
"THE DOCTORS TOOK ME OFF THE LIPITOR AFTER THE KIDNEY READINGS BECAME SO HIGH.
",1,0
"HOWEVER THEY DID TRY TO PUT ME BACK ON THEM SEVERAL TIMES.
",0,0
I HAVE BEEN OFF STATIN DRUGS FOR FOUR YEARS,0,0
"AND I HAV.
",0,0
"I have nothing yet just took it my first time, but I am also on occupycet 5/325Nguyen
",0,0
"I have bad back and knew pain
has anyone been onthe same pills
just felling really tied now clicking in this new pill.
",0,1
"Dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.
",1,1
Hadn't realised it was related until I read this,0,0
"but I get the hunger pangs too, I'm assuming this is the acids and gas in your stomach constantly churning over that make you feel like you're hungry.
",1,1
"I've taken co-codamol for my fibromyalgia for many years which I have very few side effects with.
",0,0
I've recently had this severe hip pain on both sides which the co codamol wasn't touching so I went back to the Dr,0,1
"He recommended this anti-inflamatory and as he said next stop would be cortozone injections I was willing to give it a try.
",0,0
"I've tried it for a week but it makes me feel dreadful.
",1,0
"Every time I stand up I have to hold onto something for fear of falling over, I feel sick and light headed and I get those waves of nausea where you suddenly feel all clammy.
",1,1
"It's very much like having a permanent hangover, even down to the hunger which until I read thsi site I hadn't connected to the rest of it.
",1,1
"I've felt no discernible difference in the pain in my hips and the side effects simply aren't worth it so thats it for me and this drug.
",0,0
"None, lowered my cholesterol by 47 points.
",0,0
"Balanced my good vs bad cholesterol.
",0,0
"HEADACHE, BUT MOSTLY SWELLING OF THE LEGS AND FEET.
",1,1
"HIGH BLOOD PRESSURE.
",1,1
"BLADDER INFECTION .
",1,1
"I STOPPED TAKING ONCE I REALIZED THE SWELLING I WAS HAVING WAS DUE TO THIS MED.
",1,1
"HAD A VERY BAD BLADDER INFECTION AND FOUND OUT IT CAN CAUSE THE BLADDER NOT TO EMPTY AS IT SHOULD.
",1,1
"IT DID NOT HELP WITH MY PAIN AS WELL AS ALEVE DOES.
",0,1
"I WISH I HAD READ THE SIDE EFFECTS OF IT BEFORE TAKING IT.
",0,0
SOME OF THEM REALLY SCARED ME,0,0
"ONCE I DID READ THEM.
",0,0
"Horrific medication - Suffered an acute pancreatic attack with critical blood levels that almost caused my death.
",1,1
"My entire body was ""shutting"" down.
",1,1
"My blood reports were at critical levels, BP was very low 98/60, fever for over 6 weeks, weight loss of 10 lbs.,yellow",1,1
"color to my skin, couldn't walk straight,prostate infection, sweating, nausea, pain in stomach & back, urination effected, hoarseness/coughing, heart racing, disoriented.
",1,1
"Then the doctor in charge left us floundering on our own, going from one specialist after another to counter what was happening.
",0,0
"My children did some research on the web about my drugs that I was taking, which included Voltaren,and learned about the adverse reactions to this drug and I stopped Voltaren.
",0,0
"The specialists agreed with this conclusion, since they were exact to my problems.
",0,0
"My body reacted and I recovered gradually.
",0,0
"My advice to all - STOP - Find something else.
",0,0
"I lost 2 months of my life and I still don't remember the entire e.
If you are taking this drug - Make absolutely sure that you get blood work done every 6 months, in order to catch any critical levels in your blood.
",1,0
"Then - STOP - the drug.
",0,0
"Anxiety, paranoia.
",1,1
"The Niacin medication I was referring to in my posting of 7/7/12 is called in some countries Niaspan .
",0,0
"not much relief.
",0,0
"terrible muscle pain terrible mood changes could hardly walk or lift my arms.
",1,1
"stopped taking them 4 years ago and still suffer terrible muscle pain and wasting.
",0,1
"i have set up a website for australians to connect who have been afflicted by this medication please come and join and unite in effort to educate the medical fraterity of their ignorance or denial http://australianstatinvictims.com/.
",0,0
"elevated CPK in the 250 range.
",1,1
"I have been of Lipitor of 15 months and my CPK is still elevated.
",0,0
"Three doctors have agreed that it is/was caused by lipitor.
",0,0
"Does anyone have info?????.
",0,0
"Some muscle soreness, but tolerable.
",1,1
"However weight gain has been a problem.
",1,1
"Several friends mentioned the same weight gain problem.
",1,1
"Muscle pain, mostly in my legs but to a lesser degree in my arms also.
",1,1
"Hip pain in my left hip, sometimes severe enough to cause me to limp.
",1,1
"A buzzing sensation in my lower right leg.
",0,1
"This is a fairly recent occurance.
",0,0
"Severe and frequent muscle cramps, mostly in my lower legs and feet.
",1,1
"Knee pain.
",1,1
"Generally, I feel terrible.
",0,1
"I have no energy.
",0,1
"I have constant pain, sometimes severe.
",1,1
"Two days ago I stopped taking Lipitor.
",0,0
"I've not started the drug, but it was perscribed to me by my Dr for having low HDL (good).
",0,0
"I've talked to a lot of people and researched this drug and I've found nothing GOOD about it.
",0,0
"I am going to try alternative (herbal) medications to rise my good HDL levles.
",0,0
"Afraid of side effects and I don't want to jepordize my health by adding a drug to my system that can harm me!.
",0,0
"Severe Joint Pain.
",1,1
"Without lipitor total cholestrol is 300 and hdl is 72.
don't think i need the lipitor.
",0,0
"the hdl is high because of the Chlorella (3grams daily).
",0,0
"I went from a vigorous woman who two years ago spent two weeks walking all over London and Paris, whose favorite hobby was hiking, etc , to a fragile, crippled crone who, for a while, was certain I belonged in a wheel chair, due to the effects of this horrible, killer medication after having hip replacement surgery.
",1,1
"Every muscle from my waist down was effected, my legs became LEAD, my bladder all but quit working; blood began showing up in my urine, I had every test in the book, went to doctor after doctor, and no one recognized this medication as the problem, until I finally went to a neurologist for my back problems.
",1,1
"I could not walk ten steps without the most excruciating pain and fatigue, all I ever wanted to do was to sleep or at least lay down.
",1,1
"I lost all interest in everything, had no energy for anything but the most basics.
",1,1
"I quit taking Lipitor, ON MY OWN, in August of 2001.
",0,0
"I experienced a certain amount of immediate relief, and my bladder began working normally again, but still have horrible after-effects, and I don't know if they will ever go away.
",0,0
"I feel the muscles in my legs will never regain their previous strength, I have constant back pain, I cannot walk a half a block without extreme muscle fatigue and pain in my thighs, calves and buttocks, and I still am experiencing malaise that was never present before.
",1,1
"I consider myself lucky to be alive!!.
",0,0
"The more I hear, the more I think people need to be made aware of the dangerous side effects, particularly the effects surgery has on anyone taking Lipitor.
",0,0
"This is one of the most dangerous medications on the market!.
",0,0
"Spleen Cancer and ALS patient.
",0,0
"Took this drug for three years right after it was released -- bottom line lost all ability to control hands and muscle weakness.
",1,1
"There is no history of ALS in my family.
",0,0
"Currently being treated at Duke Medical Center.
",0,0
"Terrible first of all I had diarrhoea my doseage was increased to 75 and a few days ago my feet and ankles started swelling up.
",1,1
"I went to my GP and the results of my blood test showed there was something wrong with my liver and I am a non-drinker.
",1,0
"My blood pressure had gone sky high so my that is why the swelling.
",1,1
"I was told to stop taking Arthrotec and am now using a natural product that seems to work it is called Pernamax.
",0,0
"severe muscle pain.
",1,1
It has been about seven years since I've been off this,0,0
"but I still have muscle pains.
",1,1
"Diarrhea, muscle pain, joint aches.
",1,1
"Lipitor did a wonderful job on my cholesterol but after about 4 weeks, I developed what I thought were strained muscles from exercise.
",1,1
"It seems to be getting worse.
",0,0
"After all I've read, I think I will stop taking this and find another alternative.
",0,0
"I am a type one diabetic.
",0,0
"Severe and prolonged leg, ankle, toe muscle pain every night.
",1,1
"Doctor said it was not the lipitor.
went off it myself.
",0,0
"Now off 6 myths.
",0,0
"NO more muscle pain!.
",1,0
My heart beats went to 30 or a little less,0,0
"stomack heart lungs heart and hard to breath I hert from head to my toe .
",1,1
"I thought I was going to die for 2 days and nights.
",1,0
"After I got out of hospital I have trouble doing anything like I was doing.
",0,1
"I think lipitor and maybe even any statin drugs should be takenoff the market.
",0,0
"I'll never take anything with statin in it agin.
",0,0
"jointaches,pains in legs,musclesoreness.
feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt.
rashes,itches.
have been on lipitor for4+yrs.
",1,1
"i have type2 diabetes.
",0,0
"had2 knee surguries.
",0,0
"things have got worse instead of better.
",0,0
"i am 54yrs old female and feel much older.
",0,0
"ww.
ihave stopped taking this drug.
",0,0
"i havent took it for 2days and am feeling better hope i continue too.
also on capiten,glcotrol,toprol,lasix,&ultram.
",0,0
"Peripheral Neuropathy.
",1,1
"This side effect makes you feel like you are constantly wearing heavy socks and gloves.
",1,1
"It also causes problems with balance - especially tring to walk heel to toe.
",1,1
"i am very pleased with the results.
",0,0
"became more anxious about EVERYTHING, and noticed words would not form in my head during conversations, was disturbing and couldn't figure out why these things were happening.
",1,1
"made me think i needed antidepressants or something to deal with constant anxiety/fear (which i have taken before and are horrible to get off of) have noticed slightly more tingling and weird pains, so I think this is a perfect time to stop taking this.
",1,1
"I agree with another post.
",0,0
