id,text,label,normalized_text,meta_doc_drugs,final_pred
1d4b08e8-2df2-44dc-86e4-25c213ec5169,"However, since maternal death has occurred with postpartum vulvar edema, the patient with vulvar edema merits special attention.",0,"However, since maternal death has occurred with postpartum vulvar edema, the patient with vulvar edema merits special attention.",this drug,0
1118a66e-8969-49c7-8a44-73b011a614bb,Long-term follow-up demonstrated complete flap salvage with no soft tissue loss.,0,Long-term follow-up demonstrated complete flap salvage with no soft tissue loss.,this drug,0
b09f4489-a521-49db-9933-aa779a0158e4,"Pleuropulmonary changes during treatment of Parkinson's disease with a long-acting ergot derivative, cabergoline.",1,"Pleuropulmonary changes during treatment of Parkinson's disease with a long-acting ergot derivative, cabergoline.",this drug,1
075b634f-9bc5-4c54-90ce-fb9bb163237a,"Sodium valproate and carbamazepine, antiepileptic drugs that are associated with a relatively low rate of adverse cutaneous reactions, should be added to the growing list of drugs that produce psoriasiform eruptions.",1,"Sodium valproate and carbamazepine, antiepileptic drugs that are associated with a relatively low rate of adverse cutaneous reactions, should be added to the growing list of drugs that produce psoriasiform eruptions.",this drug,1
a5443623-647b-4727-bec6-a047f6639b58,Acquired methemoglobinemia: a rare but serious complication.,0,Acquired methemoglobinemia: a rare but serious complication.,this drug,1
8c726455-d578-4e21-826d-ce2bdc6b07cf,CBF was decreased by 35% (p < 0.05) in the VVR group.,0,CBF was decreased by 35% (p < 0.05) in the VVR group.,this drug,1
53c61e67-e005-4ab4-8cba-67ade7295c1e,Clinicians should be alert to these potential problems in the geriatric population.,0,Clinicians should be alert to these potential problems in the geriatric population.,this drug,0
b2d0aeb8-aac4-4231-9ff6-773b55bc238b,Myasthenia-like syndrome induced by cardiovascular agents.,0,Myasthenia-like syndrome induced by cardiovascular agents.,this drug,1
18a92d5e-2373-4e58-8a7e-fcca61a39453,Thyrotropin concentrations and cardiac systolic time indexes during the elevation of serum CK concentrations were not consistent with hypothyroidism.,0,Thyrotropin concentrations and cardiac systolic time indexes during the elevation of serum creatine kinase concentrations were not consistent with hypothyroidism.,this drug,0
e267da01-7f21-4118-ad8d-cea13f4efc80,Taxane-induced glaucoma.,1,Taxane-induced glaucoma.,this drug,1
53a2323f-0642-420f-83c7-b1c9aa929038,Spinal shock protocol with high-dose methylprednisolone was begun without change.,0,Spinal shock protocol with high-dose methylprednisolone was begun without change.,this drug,0
011a5320-7450-4d0d-8c96-ebe29d739d76,The patient exhibited clinical regression and functional improvement.,0,The patient exhibited clinical regression and functional improvement.,this drug,0
97ecd42a-e3b1-4e21-aa96-3171f9ccc2c6,"It has been associated with phenytoin, cyclosporine, and calcium channel blocking agents.",0,"It has been associated with phenytoin, cyclosporine, and calcium channel blocking agents.",this drug,0
09f29be7-cc6b-4e84-903e-e1d933a59c06,Possible mechanisms for damage to the urothelium by ketamine are suggested.,1,Possible mechanisms for damage to the urothelium by ketamine are suggested.,this drug,1
5f7729f1-d208-422a-bd5e-b1f46a17644c,Thyroid dysfunction has been reported in patients with malignant disease treated with recombinant alpha interferon.,1,Thyroid dysfunction has been reported in patients with malignant disease treated with recombinant alpha interferon.,this drug,1
1b6a1b4a-3176-41cc-aa36-d8066efd2581,Hyperammonemia secondary to valproic acid as a cause of lethargy in a postictal patient.,1,Hyperammonemia secondary to valproate as a cause of somnolence in a postictal patient.,this drug,1
37bcbd8b-a6d1-42cf-b389-6d18d9583439,Progressive pulmonary fibrosis complicating cyclophosphamide therapy.,1,Progressive pulmonary fibrosis complicating cyclophosphamide therapy.,this drug,1
df11ebab-9ae4-487c-93d3-b8a0d44af1aa,"After seven months' continuous treatment for suspected tuberculosis with rifampicin and ethambutol a nine-year-old boy developed polyarthritis, rash and hepatitis in association with anti-native DNA antibodies and positive antinuclear factor.",1,"After seven months' continuous treatment for suspected tuberculosis with rifampicin and ethambutol, a nine-year-old boy developed polyarthritis, rash, and hepatitis in association with anti-native DNA antibodies and positive antinuclear factor.",this drug,1
3bb60e29-fb60-43dc-a35b-ad5c291b7db8,"Adding Dantrolene and Oxybutynin elevated the blood level of Carbamazepine, possibly by inhibition of cytochrome P450.",0,"Adding Dantrolene and Oxybutynin elevated the blood level of Carbamazepine, possibly by inhibition of cytochrome P450.",this drug,0
5f872941-4225-409c-a49b-5f3b0158e00f,"Final treatment plans for the HNCP should include medical assessment of past dental history, oral hygiene, potential compliance, or lack of, to dental care recommendations, the emotional state of the patient, socio-economic status of the patient (lifestyle, cost of care), future quality of life, the medical and/or life prognosis of the patient.",0,"Final treatment plans for the HNCP should include medical assessment of past dental history, oral hygiene, potential compliance, or lack thereof, to dental care recommendations, the patient's emotional state, socio-economic status (lifestyle, cost of care), future quality of life, the patient's medical and/or life prognosis.",this drug,0
ecd0a804-75b9-42e4-8cfd-97092a00dfa5,"We report the case of a 17-year-old male who developed chest pain, elevated cardiac biomarkers, and acute left ventricular dysfunction following a single dose of methylphenidate.",1,"We report the case of a 17-year-old male who developed chest pain, elevated cardiac biomarkers, and acute left ventricular dysfunction following a single dose of methylphenidate.",this drug,0
86fc01b9-0a60-4711-9347-3fe800bf3169,"The patient's visual acuity, eye movements and the pupillary defect did not improve in the affected eye even after mechanical decompression within 30 minutes and medical treatment, neither in the early period nor during the following two months.",0,"The patient's visual acuity, eye movements, and pupillary defect did not improve in the affected eye even after mechanical decompression within 30 minutes and medical treatment, neither in the early period nor during the following two months.",this drug,0
81ddbd0d-84a6-45d8-a08e-0eaf0dd9717e,"The toxicity and plasma concentrations of ifosfamide, chloroacetaldehyde, and 4-hydroxyifosfamide were then determined over 24 h after a single 1.6 g/m2 dose of ifosfamide.",1,"The toxicity and plasma concentrations of ifosfamide, chloroacetaldehyde, and 4-hydroxyifosfamide were then determined over 24 hours after a single 1.6 g/m2 dose of ifosfamide.",this drug,0
c73f1d18-69f3-407a-a0c3-8355334521b7,We diagnosed BP by histopathological and immunofluorescence studies.,0,We diagnosed BP by histopathological and immunofluorescence studies.,this drug,0
ef363c8a-e0ec-4c3a-9950-f5033da97419,These cases illustrate a previously unrecognized and potentially causal relationship between tumor necrosis factor-alpha inhibition and reactivation of latent melanoma.,0,These cases illustrate a previously unrecognized and potentially causal relationship between tumor necrosis factor-alpha inhibition and reactivation of latent melanoma.,this drug,0
2daa13f2-4be6-47e3-a869-aed6185b7f87,Further study is necessary to ensure that spinal vascular injuries can be kept to an acceptably rare level.,0,Further study is necessary to ensure that spinal vascular injuries can be kept to an acceptably rare level.,this drug,0
57a45a89-b78c-42a1-b51a-c03ca06b9e61,"At this psychiatrist visit, sertraline 50 mg/day was added for her depression, and was continued after a geriatrician visit in October.",0,"At this psychiatrist visit, sertraline 50 mg/day was added for her depression, and was continued after a geriatrician visit in October.",this drug,0
aa39703c-0477-44d3-834e-8245c514b165,Back pain and opioid seeking behaviour.,0,Back pain and opioid-seeking behavior.,this drug,1
5400a771-cc47-4234-8909-8ebef3f4495b,This report supports the findings of others regarding the potential toxicity of topical ester-type local anesthetics.,0,This report supports the findings of others regarding the potential toxicity of topical ester-type local anesthetics.,this drug,0
35db0274-34b9-4625-ae44-842e23ab0a88,"Chronic paroxysmal hemicrania (CPH) is a rare primary headache syndrome, which is classified along with cluster headache and short-lasting unilateral neuralgiform headache attacks with conjunctival injection and tearing (SUNCT) as a trigeminal autonomic cephalalgia.",0,"Chronic paroxysmal hemicrania (CPH) is a rare primary headache syndrome, which is classified along with cluster headache and short-lasting unilateral neuralgiform headache attacks with conjunctival injection and tearing (SUNCT) as a trigeminal autonomic cephalalgia.",this drug,0
2ade85b1-cf41-4ce2-8f13-b85f3045e6bb,"We describe the development of ischemic colitis in a woman who was treated with tegaserod and review the relationship among ischemic colitis, tegaserod use, and irritable bowel syndrome.",1,"We describe the development of ischaemic colitis in a female patient who was treated with tegaserod and review the relationship among ischaemic colitis, tegaserod use, and irritable bowel syndrome.",this drug,0
2932d9d7-06ea-4684-8549-91be2f27333e,The patient was then dialyzed for presumed acyclovir toxicity.,0,The patient was then haemodialysed for presumed aciclovir toxicity.,this drug,1
5cee52d1-033e-4006-8dfa-4f7ead04932f,"After aprotinin infusion (loading dose of 2 x 10(6) kIU followed by a continuous infusion of 5 x 10(5) kIU/h) combined with heparin, bleeding vanished until the end of bypass.",0,"After aprotinin infusion (loading dose of 2 × 10^6 kIU followed by a continuous infusion of 5 × 10^5 kIU/h) combined with heparin, bleeding vanished until the end of bypass.",this drug,0
884f30ef-ed41-4ca4-b4b2-12a80fa11793,There was no indication that the increase in anaphylactoid reactions was associated with the use of hyperthermia.,0,There was no indication that the increase in anaphylactoid reactions was associated with the use of hyperthermia.,this drug,0
57a0c3d2-de64-4cb2-a6ab-2e9ecbf28a07,"Although the movement disorder could not with certainty be attributed to trazodone alone, the drug at least acted as an eliciting agent.",1,"Although the movement disorder could not with certainty be attributed to trazodone alone, the drug at least acted as a precipitating factor.",this drug,1
8ad95e22-a216-43ac-be2c-57e998e4c41a,SLE receded after withdrawal of carbamazepine and treatment with anti-inflammatory drugs.,1,SLE receded after withdrawal of carbamazepine and treatment with anti-inflammatory drugs.,this drug,0
d40d7b90-8208-4393-99d6-04690bc98c53,Irinotecan therapy in a 12-year-old girl with recurrent brain stem glioma and without functional polymorphisms in UGT1A1 activity: case report.,0,Irinotecan therapy in a 12-year-old girl with recurrent brain stem glioma and without functional polymorphisms in UDP-glucuronosyltransferase 1A1 activity: case report.,this drug,0
4c26e308-4cb8-4267-a5fd-5d110f78b46a,CONCLUSIONS: X maltophilia is a potential intraocular pathogen in an immunocompetent host.,0,CONCLUSIONS: X maltophilia is a potential intraocular pathogen in an immunocompetent host.,this drug,0
5b0cbb3a-5f91-4b6e-996f-b926ab9b5989,Papilledema without peripheral neuropathy in a patient taking perhexiline maleate.,1,Papilledema without peripheral neuropathy in a patient taking perhexiline maleate.,this drug,1
2278a6a9-374b-4564-9b3c-f1a3d8c17592,The case is unique in that it is the first reported ingestion of oral pilocarpine tablets and the first dosing error reported for this indication.,0,The case is unique in that it is the first reported ingestion of oral pilocarpine tablets and the first dosing error reported for this indication.,this drug,0
e39dc8b8-0061-4c2c-8cd8-4502dc7cc1ca,Esophageal spasm following propranolol overdose relieved by glucagon.,1,Esophageal spasm following propranolol overdose relieved by glucagon.,this drug,1
f317902a-047b-4621-a6e6-92c3b3d31de3,We report on a patient who developed the clinical findings of pulmonary eosinophilia.,0,We report on a patient who developed the clinical findings of pulmonary eosinophilia.,this drug,0
bb7bc0cd-b689-4f36-9d81-43377f61b58d,Hyperthyroidism may exacerbate asthma.,0,Hyperthyroidism may exacerbate asthma.,this drug,0
0a5ad1d9-d79f-4f87-bb77-f64a9a42854e,"Though hypotension, dry mouth, and constipation are well-documented possible adverse effects, the possibility of clonidine-induced bradycardia is less well recognized and is rare.",1,"Though hypotension, dry mouth, and constipation are well-documented possible adverse effects, the possibility of clonidine-induced bradycardia is less well recognized and is rare.",this drug,1
2b4a149b-00d8-4946-9b93-650df3a2fbf3,"Thus, olanzapine dose reduction may permit treatment continuation where this is clinically indicated.",0,"Thus, olanzapine dose reduction may permit treatment continuation where this is clinically indicated.",this drug,0
81284430-01ad-451d-846d-05ade9a8f3f2,Post cardiac surgery diaphragmatic spasm successfully treated with gabapentin.,0,Post cardiac surgery diaphragmatic spasm successfully treated with gabapentin.,this drug,0
96fc8e64-ecd1-4a38-bee9-78f80b6ad5f3,A manual pumping test is commonly used to verify the patency of a ventriculoperitoneal (V-P) shunt.,0,A manual pumping test is commonly used to verify the patency of a ventriculoperitoneal (V-P) shunt.,this drug,0
1d3ddc51-fcb7-439d-9793-244bc66bfcd1,A case of Kluver-Bucy syndrome associated with delayed cerebral necrosis after radiation therapy and chemotherapy is reported.,0,A case of Kluver-Bucy syndrome associated with delayed cerebral necrosis after radiation therapy and chemotherapy is reported.,this drug,0
eb81f5ab-e2eb-4b52-a210-a6bdd75d3ff7,Acute myocardial infarction associated with systemic lupus erythematosus documented by coronary arteriograms.,0,Acute myocardial infarction associated with systemic lupus erythematosus documented by coronary arteriograms.,this drug,0
7ef6ee9c-d7e9-4713-b475-3dbc88ed8ba9,Open-lung biopsy revealed numerous lipid-laden macrophages and multinucleated foreign-body giant cells.,0,Open-lung biopsy revealed numerous lipid-laden macrophages and multinucleated foreign-body giant cells.,this drug,1
c53a2352-7fea-4d63-bda8-d98b9102806a,STUDY DESIGN: A case report is presented.,0,STUDY DESIGN: A case report is presented.,this drug,0
8661a435-fae9-4c77-bda1-907aa72a186d,"Bronchiolitis obliterans organizing pneumonia (BOOP) is a rare disease, which is histopathologically defined by the presence of granulation tissue in the bronchioles, alveolar ducts and alveoli leading to plugging of the bronchiolar and alveolar lumen.",0,"Bronchiolitis obliterans organizing pneumonia (BOOP) is a rare disease, which is histopathologically defined by the presence of granulation tissue in the bronchioles, alveolar ducts and alveoli leading to plugging of the bronchiolar and alveolar lumen.",this drug,0
419daac2-af1f-4424-a55a-862dc73396af,We present three cases of women who developed acute transient myopia caused by drugs for gynecological problems.,0,We present three cases of women who developed acute transient myopia caused by medications for gynecological disorders.,this drug,1
c3872652-7064-40a5-8f3d-79ed4ffeeacd,Severe hepatotoxicity related to benzarone: a report of three cases with two fatalities.,1,Severe hepatotoxicity related to benzarone: a report of three cases with two fatalities.,this drug,1
497363c3-7d63-422d-86ff-46bbf176d967,The role of heparin therapy.,0,The role of heparin therapy.,this drug,0
c3061d9d-3071-43ca-ae6d-43ec7c55a18e,We describe two patients in whom this conversion occurred in the absence of hypertension or excessive anticoagulation and was substantiated by serial computed tomographic brain scans.,0,We describe two patients in whom this conversion occurred in the absence of hypertension or excessive anticoagulation and was substantiated by serial computed tomographic brain scans.,this drug,0
d7fbbff3-b8f2-4222-9788-0e08f1a31c56,"It is suggested that dopaminergic imbalance, as opposed to excessive dopaminergic blockade, may also play a role in the precipitation of NMS.",0,"It is suggested that dopaminergic imbalance, as opposed to excessive dopaminergic blockade, may also play a role in the precipitation of neuroleptic malignant syndrome.",this drug,1
f8a75117-9dbd-422e-b4ce-f2febccdc21e,Endoscopic management of a new entity-plastobezoar: a case report and review of literature.,0,Endoscopic management of a new entity-plastobezoar: a case report and review of literature.,this drug,0
e654dd4f-c200-4a2c-9ff5-40ce203f5795,"Therapeutic efficacy of ipilimumab, an anti-CTLA-4 monoclonal antibody, in patients with metastatic melanoma unresponsive to prior systemic treatments: clinical and immunological evidence from three patient cases.",0,"Therapeutic efficacy of ipilimumab, an anti-CTLA-4 monoclonal antibody, in patients with metastatic melanoma unresponsive to prior systemic treatments: clinical and immunological evidence from three patient cases.",this drug,0
bb58bcb2-7d70-41d8-b1fa-0601ddf43db0,Patients with a haemoglobin level < 100 g/l were treated as out-patients for 12 weeks with daily doses ranging from 30 U/kg body weight (BW) up to 240 U/kg BW in non-responders.,0,Patients with a hemoglobin level < 100 g/L were treated as outpatients for 12 weeks with daily doses ranging from 30 IU/kg body weight (BW) up to 240 IU/kg BW in non-responders.,this drug,0
adac21bd-e09e-4bc4-b20c-7aa59b530668,"Copaxone is a drug approved for the treatment of MS, and one that is very well tolerated with a high safety profile and relatively few side effects.",0,"Copaxone is a drug approved for the treatment of multiple sclerosis, and one that is very well tolerated with a high safety profile and relatively few adverse reactions.",this drug,0
5cfef690-d4f3-4b40-843d-7afdb8805c1d,"The histological findings were a benign colonic ulcer with the infiltration of inflammatory cells, mainly lymphocytes.",0,"The histological findings were a benign colonic ulcer with the infiltration of inflammatory cells, mainly lymphocytes.",this drug,0
b2b0e957-b40e-46c8-b1ba-f977a88499d4,"Through November 30, 2004, the FDA received 6 reports of DIC associated with ""acute hemolysis"" (or similar terms), 5 of which involved fatalities.",0,"Through November 30, 2004, the FDA received 6 reports of disseminated intravascular coagulation associated with ""acute hemolysis"" (or similar terms), 5 of which involved fatalities.",this drug,0
95c3e570-fa2a-40a8-ae08-fde62fcce945,Granulocytic sarcoma: local presentation of a systemic disease.,0,Granulocytic sarcoma: local presentation of a systemic disease.,this drug,1
09df2527-fd7c-4326-bf2e-8bad78701992,Herbal remedies generate more than 1.8 billion dollars in annual sales in the United States.,0,Herbal remedies generate more than 1.8 billion dollars in annual sales in the United States.,this drug,0
2bb9c64b-803b-468b-bf59-a65bebb920b2,"To our knowledge, their occurrence in the same patient has not hitherto been described.",0,"To our knowledge, their occurrence in the same patient has not hitherto been described.",this drug,0
7de37388-9daa-47a8-9129-2cdc014b230e,Such a rapid or complete response cannot be achieved by any conventional form of treatment.,0,Such a rapid or complete response cannot be achieved by any conventional form of treatment.,this drug,0
5d2a9cbd-69b5-4e28-b4ff-1b65e61df398,A case of phenobarbital exacerbation of a preexisting maladaptive behavior partially suppressed by chlorpromazine and misinterpreted as chlorpromazine efficacy.,1,A case of phenobarbital exacerbation of a preexisting maladaptive behavior partially suppressed by chlorpromazine and misinterpreted as chlorpromazine efficacy.,this drug,1
454eb4c1-6f4f-42b5-98c4-2c38d65c8c8e,"CONCLUSIONS: In this study, the hemostatic agent rFVIIa was well-tolerated and behaved in a safe and efficacious manner in all infants treated for life-threatening bleeding and coagulation disorders.",0,"CONCLUSIONS: In this study, the haemostatic agent recombinant Factor VIIa was well-tolerated and behaved in a safe and efficacious manner in all infants treated for life-threatening bleeding and coagulation disorders.",this drug,0
1da21be2-05c3-405e-9ae6-9107b8a5c841,Seven patients with hematologic malignancies who were treated with miconazole for either suspected or proven fungal infections developed eight episodes of major adverse cardiorespiratory and anaphylactic reactions.,1,Seven patients with haematological malignancies who were treated with miconazole for either suspected or proven fungal infections developed eight episodes of major adverse cardiorespiratory and anaphylactic reactions.,this drug,1
e63356b2-bad2-49bd-be1d-a614de072405,"In rare cases mitomycin C (MMC) may induce cancer-associated hemolytic uremic syndrome, which is characterized by hemolytic anemia, thrombocytopenia and progressive renal failure.",1,"In rare cases mitomycin C (MMC) may induce cancer-associated hemolytic uremic syndrome, which is characterized by hemolytic anemia, thrombocytopenia and progressive renal failure.",this drug,1
18480d7b-ab19-4e3a-ad2e-f53ad93f6cd5,Whether the simultaneous administration of ciprofloxacin or tazobactam/piperacillin increases the risk of thrombocytosis is unknown.,0,Whether the simultaneous administration of ciprofloxacin or tazobactam/piperacillin increases the risk of thrombocytosis is unknown.,this drug,0
c2eeaf9c-db11-436b-94c5-0e22ff4427c6,"A 64-year-old woman with blepharospasm, sustained clenching of the jaw, antecollis, and a strained, high-pitched phonation continued chronic trihexyphenidyl therapy despite the lack of any obvious benefit.",0,"A 64-year-old woman with blepharospasm, sustained clenching of the jaw, antecollis, and a strained, high-pitched phonation continued chronic trihexyphenidyl therapy despite the lack of any obvious benefit.",this drug,0
0d536bc9-9314-4b1a-a606-7725640652a7,Parents of children taking high doses of inhaled corticosteroids should be alerted to the clinical features of adrenal insufficiency.,0,Parents of children taking high doses of inhaled corticosteroids should be alerted to the clinical features of adrenal insufficiency.,this drug,0
9bafc439-707b-4c4e-8e4c-f9d23eb2bb81,Severe bronchospasm during cardiopulmonary bypass (CPB) is an unusual event.,0,Severe bronchospasm during cardiopulmonary bypass (CPB) is an unusual event.,this drug,1
5646ee90-d1a2-47af-a0ab-53c32fa4791a,"RESULTS: To date, 13 patients with chronic hepatitis B infection treated with TNF-alpha inhibitors have been reported: 11 with infliximab and 2 with etanercept.",0,"RESULTS: To date, 13 patients with chronic hepatitis B infection treated with tumour necrosis factor-alpha inhibitors have been reported: 11 with infliximab and 2 with etanercept.",this drug,0
58b3468e-1e1a-4233-808b-57e7c58a67d3,We describe herein the first two cases of Plesiomonas shigelloides continuous ambulatory peritoneal dialysis-related peritonitis.,0,We describe herein the first two cases of Plesiomonas shigelloides continuous ambulatory peritoneal dialysis-related peritonitis.,this drug,1
007feefa-2b0d-4347-a575-62db8438db15,"As ototoxicity appears to be most pronounced in the higher frequencies of sound, any changes can be assessed at an earlier stage by using high-frequency audiometry to test patients at frequencies from 8 to 20 kHz.",0,"As ototoxicity appears to be most pronounced in the higher frequencies of sound, any changes can be assessed at an earlier stage by using high-frequency audiometry to test patients at frequencies from 8 to 20 kHz.",this drug,1
7bfcdf13-0a83-498c-a37e-7ba6de0b06c2,METHODS: We describe a patient with MS in remission who had not exhibited any signs of IBD in the past.,0,METHODS: We describe a patient with multiple sclerosis in remission who had not exhibited any signs of inflammatory bowel disease in the past.,this drug,0
6b8bbee4-3769-4cd0-bdb0-d3a03313451c,"Diagnostic criteria are GI symptoms, eosinophilic infiltration proven by biopsy of the GI tract, and absence of parasitic infection.",0,"Diagnostic criteria are GI symptoms, eosinophilic infiltration proven by biopsy of the GI tract, and absence of parasitic infection.",this drug,0
6a96174d-dfb6-4ff3-a2e6-fe728ea4c82e,An exaggerated hypertensive response to glycopyrrolate therapy for bradycardia associated with high-dose dexmedetomidine.,0,An exaggerated hypertensive response to glycopyrrolate therapy for bradycardia associated with high-dose dexmedetomidine.,this drug,1
4c40872e-bbe1-498a-bdfe-1e2bbd25569a,His atrial fibrillation subsequently had converted to normal sinus rhythm while he received propafenone without adverse effects prior to this episode.,0,His atrial fibrillation subsequently had converted to normal sinus rhythm while he received propafenone without adverse effects prior to this episode.,this drug,0
2acd78bd-9968-464f-ac5e-ec71b6a8a85a,Previous successful treatment with one ACE inhibitor does not rule out the vasculitis caused by the drug from the same group.,0,Previous successful treatment with one Angiotensin Converting Enzyme inhibitor does not rule out the vasculitis caused by the drug from the same group.,this drug,0
de853a8e-cc79-47b5-affd-32e0b77e589f,"Therapy with IFN-alpha may be associated with a number of neuropsychiatric symptoms, such as Parkinsonism, akathisia, seizure, and depressive disorders.",1,"Therapy with interferon-alpha may be associated with a number of neuropsychiatric symptoms, such as Parkinsonism, akathisia, seizure, and depressive disorders.",this drug,1
85ddb59e-7383-46c0-a1c2-4c1e936220fd,Neuroleptic malignant syndrome in an adolescent receiving olanzapine-lithium combination therapy.,1,Neuroleptic malignant syndrome in an adolescent receiving olanzapine-lithium combination therapy.,this drug,1
821d6073-fa3d-4eeb-9434-dd253b0ef797,"Commonly reported adverse effects of the drug include nausea and vomiting, constipation, headache, and fatigue, as well as myelosuppression, which may be dose limiting.",0,"Commonly reported adverse effects of the drug include nausea and vomiting, constipation, headache, and somnolence, as well as myelosuppression, which may be dose limiting.",this drug,1
96eb6d59-e52a-42e1-b166-1fb2d03f9b96,Two cases of complications of the thrombolysis of right heart free-floating thrombi with pulmonary embolism: important role of echocardiographically based management.,0,Two cases of complications of the thrombolysis of right heart free-floating thrombi with pulmonary embolism: important role of echocardiographically based management.,this drug,1
de26a7fe-0c00-400f-9609-1b2b642fb1ce,Gemcitabine is a chemotherapy agent that may cause unpredictable side effects.,0,Gemcitabine is a chemotherapy agent that may cause unpredictable side effects.,this drug,0
2e17bba3-d5fa-4b73-8f41-5401c8f7d516,"Similar precursor stages, usually not recognised by clinical laboratory tests and consisting of areas of hyperplasia of hepatocytes and sinusoidal cells and sinusoidal dilatation, lead potentially to hepatic adenoma, carcinoma, peliosis, and angiosarcoma.",0,"Similar precursor stages, usually not recognized by clinical laboratory tests and consisting of areas of hyperplasia of hepatocytes and sinusoidal cells and sinusoidal dilatation, lead potentially to hepatic adenoma, carcinoma, peliosis, and angiosarcoma.",this drug,1
25972fc3-17ed-44a5-a23c-fd3cf9784e4d,"Studies for disseminated intravascular coagulation remained stable, and no clinical bleeding was seen.",0,"Studies for disseminated intravascular coagulation remained stable, and no clinical bleeding was seen.",this drug,0
19c4841a-b816-43f2-8857-fcd82d8ab459,We should take dental treatment into account one of predisposing causes of tricuspid endocarditis.,0,We should take dental treatment into account one of predisposing causes of tricuspid endocarditis.,this drug,0
eee6b51c-d849-4d64-b70c-cff76e4c1d89,It is becoming increasingly evident the population at highest risk for sustaining a complication related to anticoagulation is that group presenting with traumatic brain injury.,0,It is becoming increasingly evident that the population at highest risk for sustaining a complication related to anticoagulation is that group presenting with traumatic brain injury.,this drug,0
889e5e2b-fa1e-4cb6-abd6-28c908e8496a,Liposomal amphotericin B in drug-resistant visceral leishmaniasis.,0,Liposomal amphotericin B in drug-resistant visceral leishmaniasis.,this drug,0
210729ab-706c-42cc-b3f6-145704f335a6,"Continuing studies are required, particularly to clarify the possibility of long-term developmental defects.",0,"Continuing studies are required, particularly to clarify the possibility of long-term developmental defects.",this drug,0
f299dbaf-59d0-4f12-b808-3cc86a830017,This is the first report to document ocular motor abnormalities associated with midbrain dysfunction in ODS.,0,This is the first report to document ocular motor abnormalities associated with midbrain dysfunction in ODS.,this drug,0
f005d0db-6aaf-4805-8698-bc7bca93d692,"As a result of this and other evidence, the investigation of the adoptive parents was terminated.",0,"As a result of this and other evidence, the investigation of the adoptive parents was terminated.",this drug,0
13b20e16-a2a4-4c59-90dd-f2c14ba5a1e2,Asthma and urticaria during disodium cromoglycate treatment.,1,Asthma and urticaria during disodium cromoglycate therapy.,this drug,1
734ba64b-ec02-4ae0-98ad-717a6149e9bb,"DATA SOURCES: Published articles, abstracts, and conference proceedings.",0,"DATA SOURCES: Published articles, abstracts, and conference proceedings.",this drug,0
e0d9f903-2884-4dff-8c08-c30ae90574d6,Emergence of cotrimoxazole- and quinolone-resistant Campylobacter infections in bone marrow transplant recipients.,0,Emergence of cotrimoxazole- and quinolone-resistant Campylobacter infections in bone marrow transplant recipients.,this drug,0
f66507b2-220a-42a1-a1d7-93453664dfdb,Gold-induced pneumonitis.,1,Gold-induced pneumonitis.,this drug,1
d056d7ea-ac09-43e7-ab05-cd4e90c64bd6,"There are major side effects of anastrozole including decrease in both lumbar spine and total hip bone mineral density, increase in the incidence of all bone fractures (especially fractures of spine, hip and wrist), joint disorders and increase in the cholesterol level.",1,"There are major side effects of anastrozole including decrease in both lumbar spine and total hip bone mineral density, increase in the incidence of all bone fractures (especially fractures of spine, hip and wrist), joint disorders and increase in the cholesterol level.",this drug,0
0e76cc56-d4a8-459a-a6ff-fcf1ec4cf1de,The occurrence of neuromuscular blockade and the resulting potentiation of muscle relaxants during magnesium sulfate (MgSO4) administration is well known.,1,The occurrence of neuromuscular blockade and the resulting potentiation of muscle relaxants during magnesium sulfate (MgSO4) administration is well known.,this drug,0
0330a8e7-bbb8-4a7b-8c67-d7d77a3ddd77,"Intraocular infection due to Blastomyces dermatitidis is rare, and only 10 cases have previously been reported.",0,"Intraocular infection due to Blastomyces dermatitidis is rare, and only 10 cases have previously been reported.",this drug,0
91496be5-137c-43f4-a00a-66827298d6da,"At the onset of the ST elevation, all patients were receiving dopamine infusion, which in four of them was inadvertently increased shortly before the ECG changes, the ST elevation was not associated with chest pain, pericardial friction rub, or acute changes in the heart rate, or arterial blood pressure.",0,"At the onset of the ST elevation, all patients were receiving dopamine infusion, which in four of them was inadvertently increased shortly before the ECG changes, the ST elevation was not associated with chest pain, pericardial friction rub, or acute changes in the heart rate, or arterial blood pressure.",this drug,1
948c915f-23ed-4848-bb43-c8c9f6d75039,"A 36-year-old man being treated with cisplatinum, vinblastine, and bleomycin for testicular carcinoma developed a dense left homonymous hemianopsia, encephalopathy, and a partial nondominant parietal lobe syndrome.",1,"A 36-year-old man being treated with cisplatin, vinblastine, and bleomycin for testicular carcinoma developed a dense left homonymous hemianopsia, encephalopathy, and a partial non-dominant parietal lobe syndrome.",this drug,1
63c1d4ed-5cef-42f1-b3a4-b0d3809e0410,We report the first case of chlorambucil-induced DRESS syndrome in a 70-year-old man recently diagnosed with chronic lymphocytic leukaemia.,1,We report the first case of chlorambucil-induced Drug Rash Eosinophilia and Systemic Symptoms (DRESS) syndrome in a 70-year-old man recently diagnosed with chronic lymphocytic leukemia.,this drug,0
0ef558ec-717c-42be-b44d-4f9f272d8eff,Acetylcholine receptor and anti-skeletal muscle antibody titers were positive in both patients.,0,Acetylcholine receptor and anti-skeletal muscle antibody titers were positive in both patients.,this drug,0
a729a2d1-b9f0-4b7b-a799-b16eab235aab,"Adverse reactions, however, are relatively common as well.",0,"Adverse reactions, however, are relatively common as well.",this drug,0
